fips,date,model_abbr,forecast_date,weekly_new_cases_0.01,weekly_new_cases_0.025,weekly_new_cases_0.05,weekly_new_cases_0.1,weekly_new_cases_0.15,weekly_new_cases_0.2,weekly_new_cases_0.25,weekly_new_cases_0.3,weekly_new_cases_0.35,weekly_new_cases_0.4,weekly_new_cases_0.45,weekly_new_cases_0.5,weekly_new_cases_0.55,weekly_new_cases_0.6,weekly_new_cases_0.65,weekly_new_cases_0.7,weekly_new_cases_0.75,weekly_new_cases_0.8,weekly_new_cases_0.85,weekly_new_cases_0.9,weekly_new_cases_0.95,weekly_new_cases_0.975,weekly_new_cases_0.99,weekly_new_deaths_0.01,weekly_new_deaths_0.025,weekly_new_deaths_0.05,weekly_new_deaths_0.1,weekly_new_deaths_0.15,weekly_new_deaths_0.2,weekly_new_deaths_0.25,weekly_new_deaths_0.3,weekly_new_deaths_0.35,weekly_new_deaths_0.4,weekly_new_deaths_0.45,weekly_new_deaths_0.5,weekly_new_deaths_0.55,weekly_new_deaths_0.6,weekly_new_deaths_0.65,weekly_new_deaths_0.7,weekly_new_deaths_0.75,weekly_new_deaths_0.8,weekly_new_deaths_0.85,weekly_new_deaths_0.9,weekly_new_deaths_0.95,weekly_new_deaths_0.975,weekly_new_deaths_0.99
48207,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,6,,,,,9,,,13,,18,,,,,,,,,,,,,,,,,,,,,,,,
48207,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,6,,,,,9,,,12,,16,,,,,,,,,,,,,,,,,,,,,,,,
48207,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,6,,,,,11,,,15,,18,,,,,,,,,,,,,,,,,,,,,,,,
48209,2020-11-09,COVIDhub-ensemble,2020-11-02,,1,,3,,,13,,,,,58,,,,,131,,,159,,187,,,,,,,,,,,,,,,,,,,,,,,,
48209,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,3,,,14,,,,,60,,,,,95,,,144,,245,,,,,,,,,,,,,,,,,,,,,,,,
48209,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,1,,,10,,,,,44,,,,,78,,,169,,251,,,,,,,,,,,,,,,,,,,,,,,,
48209,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,2,,,11,,,,,37,,,,,73,,,222,,308,,,,,,,,,,,,,,,,,,,,,,,,
48211,2020-11-09,COVIDhub-ensemble,2020-11-02,,1,,1,,,7,,,,,12,,,,,21,,,28,,37,,,,,,,,,,,,,,,,,,,,,,,,
48211,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,7,,,,,11,,,,,23,,,31,,41,,,,,,,,,,,,,,,,,,,,,,,,
48211,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,5,,,,,11,,,,,23,,,30,,39,,,,,,,,,,,,,,,,,,,,,,,,
48211,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,6,,,,,10,,,,,22,,,29,,37,,,,,,,,,,,,,,,,,,,,,,,,
48213,2020-11-09,COVIDhub-ensemble,2020-11-02,,43,,76,,,93,,,,,115,,,,,135,,,170,,201,,,,,,,,,,,,,,,,,,,,,,,,
48213,2020-11-16,COVIDhub-ensemble,2020-11-02,,40,,51,,,71,,,,,115,,,,,155,,,185,,252,,,,,,,,,,,,,,,,,,,,,,,,
48213,2020-11-23,COVIDhub-ensemble,2020-11-02,,33,,47,,,79,,,,,114,,,,,160,,,194,,237,,,,,,,,,,,,,,,,,,,,,,,,
48213,2020-11-30,COVIDhub-ensemble,2020-11-02,,30,,45,,,74,,,,,132,,,,,185,,,227,,308,,,,,,,,,,,,,,,,,,,,,,,,
48215,2020-11-09,COVIDhub-ensemble,2020-11-02,,395,,500,,,721,,,,,821,,,,,962,,,1190,,1791,,,,,,,,,,,,,,,,,,,,,,,,
48215,2020-11-16,COVIDhub-ensemble,2020-11-02,,366,,469,,,599,,,,,808,,,,,1070,,,1421,,1992,,,,,,,,,,,,,,,,,,,,,,,,
48215,2020-11-23,COVIDhub-ensemble,2020-11-02,,306,,426,,,583,,,,,810,,,,,1329,,,1725,,2573,,,,,,,,,,,,,,,,,,,,,,,,
48215,2020-11-30,COVIDhub-ensemble,2020-11-02,,279,,415,,,533,,,,,809,,,,,1403,,,1748,,2906,,,,,,,,,,,,,,,,,,,,,,,,
48217,2020-11-09,COVIDhub-ensemble,2020-11-02,,3,,31,,,45,,,,,60,,,,,73,,,93,,117,,,,,,,,,,,,,,,,,,,,,,,,
48217,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,15,,,32,,,,,65,,,,,82,,,107,,138,,,,,,,,,,,,,,,,,,,,,,,,
48217,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,8,,,33,,,,,61,,,,,90,,,116,,149,,,,,,,,,,,,,,,,,,,,,,,,
48217,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,1,,,30,,,,,64,,,,,91,,,124,,166,,,,,,,,,,,,,,,,,,,,,,,,
48219,2020-11-09,COVIDhub-ensemble,2020-11-02,,35,,60,,,88,,,,,117,,,,,163,,,198,,225,,,,,,,,,,,,,,,,,,,,,,,,
48219,2020-11-16,COVIDhub-ensemble,2020-11-02,,20,,54,,,94,,,,,118,,,,,182,,,224,,255,,,,,,,,,,,,,,,,,,,,,,,,
48219,2020-11-23,COVIDhub-ensemble,2020-11-02,,34,,71,,,101,,,,,117,,,,,188,,,241,,283,,,,,,,,,,,,,,,,,,,,,,,,
48219,2020-11-30,COVIDhub-ensemble,2020-11-02,,52,,85,,,104,,,,,119,,,,,198,,,253,,335,,,,,,,,,,,,,,,,,,,,,,,,
48221,2020-11-09,COVIDhub-ensemble,2020-11-02,,9,,31,,,53,,,,,64,,,,,86,,,108,,137,,,,,,,,,,,,,,,,,,,,,,,,
48221,2020-11-16,COVIDhub-ensemble,2020-11-02,,8,,28,,,47,,,,,65,,,,,92,,,112,,147,,,,,,,,,,,,,,,,,,,,,,,,
48221,2020-11-23,COVIDhub-ensemble,2020-11-02,,9,,26,,,42,,,,,68,,,,,101,,,116,,160,,,,,,,,,,,,,,,,,,,,,,,,
48221,2020-11-30,COVIDhub-ensemble,2020-11-02,,7,,22,,,40,,,,,70,,,,,107,,,133,,181,,,,,,,,,,,,,,,,,,,,,,,,
48223,2020-11-09,COVIDhub-ensemble,2020-11-02,,4,,33,,,56,,,,,80,,,,,108,,,150,,199,,,,,,,,,,,,,,,,,,,,,,,,
48223,2020-11-16,COVIDhub-ensemble,2020-11-02,,7,,21,,,46,,,,,84,,,,,127,,,187,,271,,,,,,,,,,,,,,,,,,,,,,,,
48223,2020-11-23,COVIDhub-ensemble,2020-11-02,,11,,29,,,57,,,,,84,,,,,139,,,187,,298,,,,,,,,,,,,,,,,,,,,,,,,
48223,2020-11-30,COVIDhub-ensemble,2020-11-02,,11,,39,,,61,,,,,86,,,,,145,,,184,,321,,,,,,,,,,,,,,,,,,,,,,,,
48225,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,5,,,,,13,,,,,21,,,32,,47,,,,,,,,,,,,,,,,,,,,,,,,
48225,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,4,,,,,13,,,,,25,,,41,,48,,,,,,,,,,,,,,,,,,,,,,,,
48225,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,1,,,,,13,,,,,30,,,43,,58,,,,,,,,,,,,,,,,,,,,,,,,
48225,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,14,,,,,33,,,43,,74,,,,,,,,,,,,,,,,,,,,,,,,
48227,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,1,,,22,,,,,30,,,,,64,,,122,,180,,,,,,,,,,,,,,,,,,,,,,,,
48227,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,10,,,,,30,,,,,73,,,130,,196,,,,,,,,,,,,,,,,,,,,,,,,
48227,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,4,,,,,30,,,,,78,,,153,,218,,,,,,,,,,,,,,,,,,,,,,,,
48227,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,5,,,,,30,,,,,83,,,169,,239,,,,,,,,,,,,,,,,,,,,,,,,
48229,2020-11-09,COVIDhub-ensemble,2020-11-02,,1,,2,,,5,,,,,10,,,,,27,,,34,,40,,,,,,,,,,,,,,,,,,,,,,,,
48229,2020-11-16,COVIDhub-ensemble,2020-11-02,,1,,2,,,6,,,,,11,,,,,29,,,42,,52,,,,,,,,,,,,,,,,,,,,,,,,
48229,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,2,,,6,,,,,12,,,,,32,,,48,,57,,,,,,,,,,,,,,,,,,,,,,,,
48229,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,1,,,4,,,,,13,,,,,35,,,50,,60,,,,,,,,,,,,,,,,,,,,,,,,
48231,2020-11-09,COVIDhub-ensemble,2020-11-02,,53,,74,,,90,,,,,107,,,,,128,,,157,,205,,,,,,,,,,,,,,,,,,,,,,,,
48231,2020-11-16,COVIDhub-ensemble,2020-11-02,,47,,62,,,84,,,,,108,,,,,141,,,162,,206,,,,,,,,,,,,,,,,,,,,,,,,
48231,2020-11-23,COVIDhub-ensemble,2020-11-02,,32,,47,,,76,,,,,110,,,,,157,,,190,,238,,,,,,,,,,,,,,,,,,,,,,,,
48231,2020-11-30,COVIDhub-ensemble,2020-11-02,,23,,45,,,79,,,,,111,,,,,162,,,198,,249,,,,,,,,,,,,,,,,,,,,,,,,
48233,2020-11-09,COVIDhub-ensemble,2020-11-02,,3,,10,,,15,,,,,24,,,,,41,,,60,,83,,,,,,,,,,,,,,,,,,,,,,,,
48233,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,7,,,15,,,,,23,,,,,45,,,65,,92,,,,,,,,,,,,,,,,,,,,,,,,
48233,2020-11-23,COVIDhub-ensemble,2020-11-02,,4,,11,,,18,,,,,25,,,,,51,,,70,,102,,,,,,,,,,,,,,,,,,,,,,,,
48233,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,8,,,18,,,,,28,,,,,55,,,70,,111,,,,,,,,,,,,,,,,,,,,,,,,
48235,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,
48235,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,
48235,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,2,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,
48235,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,2,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,
48237,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,4,,,,,6,,,9,,14,,,,,,,,,,,,,,,,,,,,,,,,
48237,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,1,,,,,4,,,,,7,,,10,,14,,,,,,,,,,,,,,,,,,,,,,,,
48237,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,4,,,,,7,,,10,,14,,,,,,,,,,,,,,,,,,,,,,,,
48237,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,4,,,,,7,,,11,,15,,,,,,,,,,,,,,,,,,,,,,,,
48239,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,6,,,,,10,,,,,13,,,19,,26,,,,,,,,,,,,,,,,,,,,,,,,
48239,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,5,,,,,10,,,,,17,,,21,,32,,,,,,,,,,,,,,,,,,,,,,,,
48239,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,1,,,5,,,,,10,,,,,16,,,19,,39,,,,,,,,,,,,,,,,,,,,,,,,
48239,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,1,,,5,,,,,10,,,,,20,,,26,,45,,,,,,,,,,,,,,,,,,,,,,,,
48241,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,4,,,,,8,,,,,14,,,22,,34,,,,,,,,,,,,,,,,,,,,,,,,
48241,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,8,,,,,17,,,25,,30,,,,,,,,,,,,,,,,,,,,,,,,
48241,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,3,,,,,9,,,,,17,,,28,,38,,,,,,,,,,,,,,,,,,,,,,,,
48241,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,9,,,,,19,,,29,,51,,,,,,,,,,,,,,,,,,,,,,,,
48243,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,3,,,4,,7,,,,,,,,,,,,,,,,,,,,,,,,
48243,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,4,,,6,,8,,,,,,,,,,,,,,,,,,,,,,,,
48243,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,4,,,7,,11,,,,,,,,,,,,,,,,,,,,,,,,
48243,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,1,,,,,5,,,8,,11,,,,,,,,,,,,,,,,,,,,,,,,
48245,2020-11-09,COVIDhub-ensemble,2020-11-02,,62,,128,,,183,,,,,208,,,,,266,,,330,,442,,,,,,,,,,,,,,,,,,,,,,,,
48245,2020-11-16,COVIDhub-ensemble,2020-11-02,,65,,108,,,160,,,,,224,,,,,292,,,432,,642,,,,,,,,,,,,,,,,,,,,,,,,
48245,2020-11-23,COVIDhub-ensemble,2020-11-02,,64,,124,,,163,,,,,224,,,,,290,,,423,,512,,,,,,,,,,,,,,,,,,,,,,,,
48245,2020-11-30,COVIDhub-ensemble,2020-11-02,,61,,116,,,156,,,,,226,,,,,292,,,435,,571,,,,,,,,,,,,,,,,,,,,,,,,
48247,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,1,,,3,,,,,8,,,,,17,,,21,,32,,,,,,,,,,,,,,,,,,,,,,,,
48247,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,1,,,2,,,,,8,,,,,19,,,26,,32,,,,,,,,,,,,,,,,,,,,,,,,
48247,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,9,,,,,20,,,31,,41,,,,,,,,,,,,,,,,,,,,,,,,
48247,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,9,,,,,20,,,34,,44,,,,,,,,,,,,,,,,,,,,,,,,
48249,2020-11-09,COVIDhub-ensemble,2020-11-02,,13,,36,,,61,,,,,98,,,,,139,,,195,,260,,,,,,,,,,,,,,,,,,,,,,,,
48249,2020-11-16,COVIDhub-ensemble,2020-11-02,,1,,18,,,73,,,,,119,,,,,174,,,219,,371,,,,,,,,,,,,,,,,,,,,,,,,
48249,2020-11-23,COVIDhub-ensemble,2020-11-02,,2,,16,,,74,,,,,143,,,,,193,,,255,,416,,,,,,,,,,,,,,,,,,,,,,,,
48249,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,12,,,69,,,,,143,,,,,205,,,294,,441,,,,,,,,,,,,,,,,,,,,,,,,
48251,2020-11-09,COVIDhub-ensemble,2020-11-02,,134,,167,,,195,,,,,233,,,,,278,,,338,,458,,,,,,,,,,,,,,,,,,,,,,,,
48251,2020-11-16,COVIDhub-ensemble,2020-11-02,,105,,131,,,159,,,,,233,,,,,327,,,358,,602,,,,,,,,,,,,,,,,,,,,,,,,
48251,2020-11-23,COVIDhub-ensemble,2020-11-02,,75,,125,,,180,,,,,255,,,,,348,,,418,,684,,,,,,,,,,,,,,,,,,,,,,,,
48251,2020-11-30,COVIDhub-ensemble,2020-11-02,,61,,117,,,182,,,,,269,,,,,368,,,515,,626,,,,,,,,,,,,,,,,,,,,,,,,
48253,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,6,,,,,18,,,,,25,,,33,,54,,,,,,,,,,,,,,,,,,,,,,,,
48253,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,4,,,,,21,,,,,33,,,44,,65,,,,,,,,,,,,,,,,,,,,,,,,
48253,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,5,,,,,23,,,,,41,,,51,,66,,,,,,,,,,,,,,,,,,,,,,,,
48253,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,3,,,,,22,,,,,49,,,56,,66,,,,,,,,,,,,,,,,,,,,,,,,
48255,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,2,,,6,,,,,11,,,,,16,,,20,,27,,,,,,,,,,,,,,,,,,,,,,,,
48255,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,3,,,,,11,,,,,19,,,26,,35,,,,,,,,,,,,,,,,,,,,,,,,
48255,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,1,,,3,,,,,11,,,,,21,,,30,,39,,,,,,,,,,,,,,,,,,,,,,,,
48255,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,1,,,4,,,,,10,,,,,24,,,34,,49,,,,,,,,,,,,,,,,,,,,,,,,
48257,2020-11-09,COVIDhub-ensemble,2020-11-02,,31,,78,,,109,,,,,130,,,,,169,,,237,,301,,,,,,,,,,,,,,,,,,,,,,,,
48257,2020-11-16,COVIDhub-ensemble,2020-11-02,,24,,48,,,89,,,,,130,,,,,186,,,269,,377,,,,,,,,,,,,,,,,,,,,,,,,
48257,2020-11-23,COVIDhub-ensemble,2020-11-02,,30,,57,,,96,,,,,154,,,,,198,,,278,,302,,,,,,,,,,,,,,,,,,,,,,,,
48257,2020-11-30,COVIDhub-ensemble,2020-11-02,,27,,60,,,99,,,,,160,,,,,207,,,280,,320,,,,,,,,,,,,,,,,,,,,,,,,
48259,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,4,,,,,7,,,,,15,,,24,,45,,,,,,,,,,,,,,,,,,,,,,,,
48259,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,9,,,,,19,,,34,,48,,,,,,,,,,,,,,,,,,,,,,,,
48259,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,9,,,,,21,,,40,,50,,,,,,,,,,,,,,,,,,,,,,,,
48259,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,9,,,,,24,,,41,,65,,,,,,,,,,,,,,,,,,,,,,,,
48261,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,5,,7,,,,,,,,,,,,,,,,,,,,,,,,
48261,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,6,,9,,,,,,,,,,,,,,,,,,,,,,,,
48261,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,2,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,
48261,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,2,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,
48263,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,
48263,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,
48263,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,
48263,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,
48265,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,6,,,12,,,,,21,,,,,33,,,47,,66,,,,,,,,,,,,,,,,,,,,,,,,
48265,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,3,,,11,,,,,21,,,,,36,,,53,,72,,,,,,,,,,,,,,,,,,,,,,,,
48265,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,2,,,10,,,,,23,,,,,41,,,59,,73,,,,,,,,,,,,,,,,,,,,,,,,
48265,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,8,,,,,23,,,,,43,,,69,,80,,,,,,,,,,,,,,,,,,,,,,,,
48267,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,1,,,3,,,,,5,,,,,8,,,10,,11,,,,,,,,,,,,,,,,,,,,,,,,
48267,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,1,,,2,,,,,5,,,,,9,,,11,,14,,,,,,,,,,,,,,,,,,,,,,,,
48267,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,6,,,,,10,,,12,,16,,,,,,,,,,,,,,,,,,,,,,,,
48267,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,6,,,,,10,,,13,,20,,,,,,,,,,,,,,,,,,,,,,,,
48269,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
48269,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
48269,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,
48269,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,1,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,
48271,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,1,,,,,5,,,,,9,,,14,,19,,,,,,,,,,,,,,,,,,,,,,,,
48271,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,1,,,,,5,,,,,10,,,15,,23,,,,,,,,,,,,,,,,,,,,,,,,
48271,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,1,,,,,5,,,,,12,,,17,,24,,,,,,,,,,,,,,,,,,,,,,,,
48271,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,4,,,,,13,,,18,,26,,,,,,,,,,,,,,,,,,,,,,,,
48273,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,1,,,5,,,,,14,,,,,23,,,35,,45,,,,,,,,,,,,,,,,,,,,,,,,
48273,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,13,,,,,26,,,40,,53,,,,,,,,,,,,,,,,,,,,,,,,
48273,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,11,,,,,28,,,49,,67,,,,,,,,,,,,,,,,,,,,,,,,
48273,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,12,,,,,29,,,51,,82,,,,,,,,,,,,,,,,,,,,,,,,
48275,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,1,,,,,3,,,8,,15,,,,,,,,,,,,,,,,,,,,,,,,
48275,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,1,,,,,4,,,8,,17,,,,,,,,,,,,,,,,,,,,,,,,
48275,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,1,,,,,6,,,8,,19,,,,,,,,,,,,,,,,,,,,,,,,
48275,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,1,,,,,6,,,8,,24,,,,,,,,,,,,,,,,,,,,,,,,
48277,2020-11-09,COVIDhub-ensemble,2020-11-02,,39,,71,,,102,,,,,142,,,,,176,,,224,,282,,,,,,,,,,,,,,,,,,,,,,,,
48277,2020-11-16,COVIDhub-ensemble,2020-11-02,,33,,71,,,88,,,,,136,,,,,187,,,250,,338,,,,,,,,,,,,,,,,,,,,,,,,
48277,2020-11-23,COVIDhub-ensemble,2020-11-02,,22,,52,,,88,,,,,128,,,,,202,,,253,,342,,,,,,,,,,,,,,,,,,,,,,,,
48277,2020-11-30,COVIDhub-ensemble,2020-11-02,,15,,38,,,85,,,,,121,,,,,209,,,267,,382,,,,,,,,,,,,,,,,,,,,,,,,
48279,2020-11-09,COVIDhub-ensemble,2020-11-02,,10,,20,,,41,,,,,59,,,,,82,,,88,,94,,,,,,,,,,,,,,,,,,,,,,,,
48279,2020-11-16,COVIDhub-ensemble,2020-11-02,,6,,19,,,39,,,,,66,,,,,96,,,104,,115,,,,,,,,,,,,,,,,,,,,,,,,
48279,2020-11-23,COVIDhub-ensemble,2020-11-02,,9,,21,,,41,,,,,65,,,,,104,,,122,,139,,,,,,,,,,,,,,,,,,,,,,,,
48279,2020-11-30,COVIDhub-ensemble,2020-11-02,,13,,24,,,35,,,,,68,,,,,109,,,142,,164,,,,,,,,,,,,,,,,,,,,,,,,
48281,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,3,,,,,11,,,,,16,,,20,,28,,,,,,,,,,,,,,,,,,,,,,,,
48281,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,3,,,,,11,,,,,22,,,27,,40,,,,,,,,,,,,,,,,,,,,,,,,
48281,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,1,,,,,11,,,,,20,,,29,,43,,,,,,,,,,,,,,,,,,,,,,,,
48281,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,11,,,,,23,,,32,,46,,,,,,,,,,,,,,,,,,,,,,,,
48283,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,12,,,,,17,,,21,,25,,,,,,,,,,,,,,,,,,,,,,,,
48283,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,3,,,,,11,,,,,17,,,19,,23,,,,,,,,,,,,,,,,,,,,,,,,
48283,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,11,,,,,17,,,23,,26,,,,,,,,,,,,,,,,,,,,,,,,
48283,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,10,,,,,17,,,25,,29,,,,,,,,,,,,,,,,,,,,,,,,
48285,2020-11-09,COVIDhub-ensemble,2020-11-02,,6,,16,,,32,,,,,49,,,,,59,,,68,,80,,,,,,,,,,,,,,,,,,,,,,,,
48285,2020-11-16,COVIDhub-ensemble,2020-11-02,,5,,15,,,38,,,,,51,,,,,67,,,82,,96,,,,,,,,,,,,,,,,,,,,,,,,
48285,2020-11-23,COVIDhub-ensemble,2020-11-02,,6,,15,,,31,,,,,50,,,,,73,,,109,,133,,,,,,,,,,,,,,,,,,,,,,,,
48285,2020-11-30,COVIDhub-ensemble,2020-11-02,,6,,13,,,24,,,,,50,,,,,80,,,111,,140,,,,,,,,,,,,,,,,,,,,,,,,
48287,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,1,,,3,,,,,6,,,,,9,,,12,,20,,,,,,,,,,,,,,,,,,,,,,,,
48287,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,6,,,,,11,,,14,,25,,,,,,,,,,,,,,,,,,,,,,,,
48287,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,6,,,,,12,,,16,,29,,,,,,,,,,,,,,,,,,,,,,,,
